Ensembl	Gene_Name	ProbeID	Average_RMA	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes 	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000021264	Yy1	1422570_at	6.69	6.4723E-01	0.98	4.4636E-01	0	1	N/A	protein_coding	12	110031183	YY1 transcription factor Gene [Source:MGI (curated);Acc:MGI:99150]
ENSMUSG00000020329	Polrmt	1452835_a_at	8.25	6.4748E-01	1.01	4.4644E-01	0	2	N/A	protein_coding	10	79198868	polymerase (RNA) mitochondrial (DNA directed) Gene [Source:MGI (curated);Acc:MGI:1915843]
ENSMUSG00000022710	Usp7	1454948_at	9.59	6.4754E-01	1.02	4.4644E-01	0	3	N/A	protein_coding	16	8689688	ubiquitin specific peptidase 7 Gene [Source:MGI (curated);Acc:MGI:2182061]
ENSMUSG00000022194	Pabpn1	1422850_at	10.45	6.4773E-01	0.98	4.4650E-01	0	3	N/A	protein_coding	14	55502278	"poly(A) binding protein, nuclear 1 Gene [Source:MGI (curated);Acc:MGI:1859158]"
ENSMUSG00000055670	Zzef1	1453583_at	7.69	6.4771E-01	0.98	4.4650E-01	0	3	N/A	protein_coding	11	72609728	"zinc finger, ZZ-type with EF hand domain 1 Gene [Source:MGI (curated);Acc:MGI:2444286]"
ENSMUSG00000022008	1200011I18Rik	1454998_at	8.35	6.4807E-01	1.01	4.4650E-01	0	2	N/A	protein_coding	14	76486039	RIKEN cDNA 1200011I18 gene Gene [Source:MGI Symbol;Acc:MGI:1914717]
ENSMUSG00000027710	Acad9	1429581_at	7.48	6.4808E-01	0.98	4.4650E-01	0	2	N/A	protein_coding	3	35964901	"acyl-Coenzyme A dehydrogenase family, member 9 Gene [Source:MGI (curated);Acc:MGI:1914272]"
ENSMUSG00000047446	Arl4a	1435092_at	8.03	6.4830E-01	1.03	4.4650E-01	0	2	N/A	protein_coding	12	40732034	ADP-ribosylation factor-like 4A Gene [Source:MGI (curated);Acc:MGI:99437]
ENSMUSG00000040018	Cox15	1460376_a_at	6.54	6.4818E-01	0.97	4.4650E-01	0	2	N/A	protein_coding	19	43807744	"COX15 homolog, cytochrome c oxidase assembly protein (yeast) Gene [Source:MGI (curated);Acc:MGI:1920112]"
ENSMUSG00000032030	Cul5	1456102_a_at	6.84	6.4830E-01	0.97	4.4650E-01	0	3	N/A	protein_coding	9	53422687	cullin 5 Gene [Source:MGI (curated);Acc:MGI:1922967]
ENSMUSG00000047648	Fbxo30	1453136_at	4.85	6.4806E-01	0.97	4.4650E-01	0	4	N/A	protein_coding	10	11001128	F-box protein 30 Gene [Source:MGI (curated);Acc:MGI:1919115]
ENSMUSG00000051256	Jagn1	1417064_at	9.35	6.4815E-01	1.02	4.4650E-01	0	1	N/A	protein_coding	6	113392563	jagunal homolog 1 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1915017]
ENSMUSG00000025856	Pdgfa	1449187_at	8.27	6.4811E-01	1.02	4.4650E-01	0	2	N/A	protein_coding	5	139451968	"platelet derived growth factor, alpha Gene [Source:MGI (curated);Acc:MGI:97527]"
ENSMUSG00000022571	Pycrl	1416400_at	7.27	6.4822E-01	0.98	4.4650E-01	0	1	N/A	protein_coding	15	75746906	pyrroline-5-carboxylate reductase-like Gene [Source:MGI Symbol;Acc:MGI:1913444]
ENSMUSG00000017639	Rab11fip4	1445241_at	6.71	6.4823E-01	1.03	4.4650E-01	0	2	N/A	protein_coding	11	79404714	RAB11 family interacting protein 4 (class II) Gene [Source:MGI (curated);Acc:MGI:2442920]
ENSMUSG00000028098	Rnf115	1423615_at	9.42	6.4800E-01	0.98	4.4650E-01	0	2	N/A	protein_coding	3	96531615	ring finger protein 115 Gene [Source:MGI Symbol;Acc:MGI:1915095]
ENSMUSG00000045160	Bola3	1458384_at	5.85	6.4841E-01	0.99	4.4654E-01	0	1	N/A	protein_coding	6	83299141	bolA-like 3 (E. coli) Gene [Source:MGI (curated);Acc:MGI:1925903]
ENSMUSG00000037353	Letmd1	1418860_a_at	8.32	6.4850E-01	1.02	4.4657E-01	0	1	N/A	protein_coding	15	100299551	LETM1 domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:1915864]
ENSMUSG00000038712	Fam63a	1432262_at	6.10	6.4860E-01	0.98	4.4660E-01	0	3	N/A	protein_coding	3	95085267	"family with sequence similarity 63, member A Gene [Source:MGI (curated);Acc:MGI:1922257]"
ENSMUSG00000025428	Atp5a1	1423111_at	12.35	6.4866E-01	0.99	4.4661E-01	0	1	N/A	protein_coding	18	78012468	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 Gene [Source:MGI (curated);Acc:MGI:88115]"
ENSMUSG00000028223	Decr1	1419367_at	8.28	6.4885E-01	0.98	4.4670E-01	0	2	N/A	protein_coding	4	15844387	"2,4-dienoyl CoA reductase 1, mitochondrial Gene [Source:MGI (curated);Acc:MGI:1914710]"
ENSMUSG00000066647	Gm5113	1458405_at	6.68	6.4913E-01	0.96	4.4686E-01	0	1	N/A	protein_coding	7	30954894	predicted gene 5113 Gene [Source:MGI Symbol;Acc:MGI:3644651]
ENSMUSG00000038415	Foxq1	1422735_at	5.84	6.4920E-01	1.02	4.4687E-01	0	1	N/A	protein_coding	13	31650306	forkhead box Q1 Gene [Source:MGI (curated);Acc:MGI:1298228]
ENSMUSG00000038884	A230050P20Rik	1435193_at	8.99	6.4931E-01	0.98	4.4690E-01	0	1	N/A	protein_coding	9	20673140	RIKEN cDNA A230050P20 gene Gene [Source:MGI Symbol;Acc:MGI:2441788]
ENSMUSG00000030738	Eif3c	1415858_at	10.91	6.4939E-01	0.99	4.4690E-01	0	2	N/A	protein_coding	7	133690426	"eukaryotic translation initiation factor 3, subunit C Gene [Source:MGI Symbol;Acc:MGI:1926966]"
ENSMUSG00000028016	Ints12	1428985_at	7.75	6.4937E-01	0.98	4.4690E-01	0	2	N/A	protein_coding	3	132754804	integrator complex subunit 12 Gene [Source:MGI (curated);Acc:MGI:1919043]
ENSMUSG00000030551	Nr2f2	1416158_at	5.29	6.4953E-01	0.92	4.4696E-01	0	3	N/A	protein_coding	7	77496832	"nuclear receptor subfamily 2, group F, member 2 Gene [Source:MGI (curated);Acc:MGI:1352452]"
ENSMUSG00000043259	Fam13c	1448557_at	9.56	6.4963E-01	1.02	4.4700E-01	0	1	N/A	protein_coding	10	69903454	"family with sequence similarity 13, member C Gene [Source:MGI Symbol;Acc:MGI:1918971]"
ENSMUSG00000028436	Dcaf12	1429392_at	7.93	6.4977E-01	0.98	4.4705E-01	0	3	N/A	protein_coding	4	41238333	DDB1 and CUL4 associated factor 12 Gene [Source:MGI (curated);Acc:MGI:1916220]
ENSMUSG00000026883	Dab2ip	1441170_a_at	6.15	6.4985E-01	1.03	4.4708E-01	0	1	N/A	protein_coding	2	35413786	disabled homolog 2 (Drosophila) interacting protein Gene [Source:MGI (curated);Acc:MGI:1916851]
ENSMUSG00000029389	Ddx55	1439023_at	7.17	6.4995E-01	1.02	4.4710E-01	0	1	N/A	protein_coding	5	125002873	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 Gene [Source:MGI (curated);Acc:MGI:1915098]
ENSMUSG00000024393	Bat2	1422799_at	10.04	6.5006E-01	1.02	4.4715E-01	0	1	N/A	protein_coding	17	35286033	HLA-B associated transcript 2 Gene [Source:MGI Symbol;Acc:MGI:1915467]
ENSMUSG00000021819	2310021P13Rik	1428383_a_at	8.92	6.5014E-01	0.98	4.4717E-01	0	1	N/A	protein_coding	14	21526774	RIKEN cDNA 2310021P13 gene Gene [Source:MGI Symbol;Acc:MGI:1919156]
ENSMUSG00000024483	Ankhd1	1455759_a_at	6.92	6.5031E-01	0.98	4.4719E-01	0	5	N/A	protein_coding	18	36719641	ankyrin repeat and KH domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1921733]
ENSMUSG00000032097	Ddx6	1439122_at	7.43	6.5024E-01	1.05	4.4719E-01	0	1	N/A	protein_coding	9	44412979	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 Gene [Source:MGI Symbol;Acc:MGI:104976]
ENSMUSG00000039873	Neurl2	1429141_at	7.23	6.5033E-01	1.02	4.4719E-01	0	1	N/A	protein_coding	2	164656232	neuralized-like 2 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:3043305]
ENSMUSG00000027637	1110008F13Rik	1416699_at	10.14	6.5085E-01	0.99	4.4722E-01	0	1	N/A	protein_coding	2	156688864	RIKEN cDNA 1110008F13 gene Gene [Source:MGI Symbol;Acc:MGI:1914638]
ENSMUSG00000002820	Atg4d	1433918_at	7.18	6.5090E-01	0.99	4.4722E-01	0	1	N/A	protein_coding	9	21069752	autophagy-related 4D (yeast) Gene [Source:MGI Symbol;Acc:MGI:2444308]
ENSMUSG00000024350	Dnajc18	1425076_at	7.46	6.5064E-01	1.02	4.4722E-01	0	1	N/A	protein_coding	18	35834684	"DnaJ (Hsp40) homolog, subfamily C, member 18 Gene [Source:MGI Symbol;Acc:MGI:1923844]"
ENSMUSG00000027598	Itch	1459332_at	6.95	6.5057E-01	0.98	4.4722E-01	0	2	N/A	protein_coding	2	154959245	"itchy, E3 ubiquitin protein ligase Gene [Source:MGI (curated);Acc:MGI:1202301]"
ENSMUSG00000033938	Ndufb7	1448331_at	10.46	6.5074E-01	0.98	4.4722E-01	0	2	N/A	protein_coding	8	86090570	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7 Gene [Source:MGI (curated);Acc:MGI:1914166]"
ENSMUSG00000009772	Nuak2	1429049_at	5.47	6.5048E-01	1.02	4.4722E-01	0	1	N/A	protein_coding	1	134212703	"NUAK family, SNF1-like kinase, 2 Gene [Source:MGI (curated);Acc:MGI:1921387]"
ENSMUSG00000028102	Pex11b	1420460_a_at	8.60	6.5076E-01	0.99	4.4722E-01	0	2	N/A	protein_coding	3	96439299	peroxisomal biogenesis factor 11 beta Gene [Source:MGI (curated);Acc:MGI:1338882]
ENSMUSG00000026723	Trdmt1	1419749_at	6.62	6.5091E-01	0.98	4.4722E-01	0	1	N/A	protein_coding	2	13430641	tRNA aspartic acid methyltransferase 1 Gene [Source:MGI (curated);Acc:MGI:1274787]
ENSMUSG00000040521	Tsfm	1452698_at	8.41	6.5094E-01	1.01	4.4722E-01	0	1	N/A	protein_coding	10	126448628	"Ts translation elongation factor, mitochondrial Gene [Source:MGI (curated);Acc:MGI:1913649]"
ENSMUSG00000026353	Ubxn4	1426484_at	7.58	6.5084E-01	1.01	4.4722E-01	0	3	N/A	protein_coding	1	130140758	UBX domain protein 4 Gene [Source:MGI Symbol;Acc:MGI:1915062]
ENSMUSG00000037640	Zfp60	1430187_at	5.62	6.5060E-01	0.98	4.4722E-01	0	2	N/A	protein_coding	7	28516408	zinc finger protein 60 Gene [Source:MGI (curated);Acc:MGI:99207]
ENSMUSG00000023033	Scn8a	1423515_at	10.86	6.5105E-01	0.98	4.4724E-01	0	4	N/A	protein_coding	15	100701114	"sodium channel, voltage-gated, type VIII, alpha Gene [Source:MGI Symbol;Acc:MGI:103169]"
ENSMUSG00000036315	Znrd1	1422517_a_at	8.91	6.5108E-01	0.99	4.4724E-01	0	1	N/A	protein_coding	17	37091303	"zinc ribbon domain containing, 1 Gene [Source:MGI Symbol;Acc:MGI:1913386]"
ENSMUSG00000038143	Stox2	1429401_at	10.22	6.5116E-01	0.98	4.4726E-01	0	1	N/A	protein_coding	8	48271310	storkhead box 2 Gene [Source:MGI Symbol;Acc:MGI:1918319]
ENSMUSG00000065589	mmu-mir-301a	1458130_at	4.88	6.5122E-01	1.02	4.4727E-01	0	1	N/A	miRNA	11	86926506	mmu-mir-301a [Source:miRBase;Acc:MI0000401]
ENSMUSG00000002812	Flii	1448189_a_at	8.09	6.5135E-01	0.98	4.4729E-01	0	2	N/A	protein_coding	11	60527625	flightless I homolog (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1342286]
ENSMUSG00000066392	Nrxn3	1432931_at	7.84	6.5135E-01	1.03	4.4729E-01	0	4	N/A	protein_coding	12	89961332	neurexin III Gene [Source:MGI Symbol;Acc:MGI:1096389]
ENSMUSG00000020612	Prkar1a	1452032_at	12.25	6.5144E-01	1.01	4.4731E-01	0	2	N/A	protein_coding	11	109510719	"protein kinase, cAMP dependent regulatory, type I, alpha Gene [Source:MGI (curated);Acc:MGI:104878]"
ENSMUSG00000025724	Sec11a	1418223_at	9.99	6.5149E-01	1.01	4.4732E-01	0	1	N/A	protein_coding	7	88049775	SEC11 homolog A (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1929464]
ENSMUSG00000072946	Ptgr2	1433503_at	8.92	6.5155E-01	1.02	4.4732E-01	0	3	N/A	protein_coding	12	85626182	prostaglandin reductase 2 Gene [Source:MGI (curated);Acc:MGI:1916372]
ENSMUSG00000025083	Afap1l2	1455833_at	6.43	6.5180E-01	0.99	4.4741E-01	0	1	N/A	protein_coding	19	56986850	actin filament associated protein 1-like 2 Gene [Source:MGI (curated);Acc:MGI:2147658]
ENSMUSG00000079109	Pms2	1436273_at	6.39	6.5190E-01	0.98	4.4741E-01	0	3	N/A	protein_coding	5	144670833	postmeiotic segregation increased 2 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:104288]
ENSMUSG00000029249	Rest	1428227_at	6.15	6.5193E-01	0.96	4.4741E-01	0	2	N/A	protein_coding	5	77694516	RE1-silencing transcription factor Gene [Source:MGI (curated);Acc:MGI:104897]
ENSMUSG00000001995	Sipa1l2	1434261_at	8.47	6.5190E-01	0.97	4.4741E-01	0	1	N/A	protein_coding	8	127941963	signal-induced proliferation-associated 1 like 2 Gene [Source:MGI Symbol;Acc:MGI:2676970]
ENSMUSG00000045482	Trrap	1416532_at	10.35	6.5190E-01	1.02	4.4741E-01	0	1	N/A	protein_coding	5	145528961	transformation/transcription domain-associated protein Gene [Source:MGI (curated);Acc:MGI:2153272]
ENSMUSG00000031367	Ap1s2	1444361_at	6.21	6.5200E-01	0.97	4.4742E-01	0	3	N/A	protein_coding	X	160346949	"adaptor-related protein complex 1, sigma 2 subunit Gene [Source:MGI (curated);Acc:MGI:1889383]"
ENSMUSG00000024639	Gnaq	1428938_at	9.44	6.5211E-01	0.98	4.4746E-01	0	5	N/A	protein_coding	19	16207321	"guanine nucleotide binding protein, alpha q polypeptide Gene [Source:MGI Symbol;Acc:MGI:95776]"
ENSMUSG00000028789	Adc	1444585_at	7.00	6.5240E-01	0.98	4.4753E-01	0	1	N/A	protein_coding	4	128607477	arginine decarboxylase Gene [Source:MGI (curated);Acc:MGI:2442093]
ENSMUSG00000020123	Avpr1a	1418604_at	6.06	6.5227E-01	0.98	4.4753E-01	0	2	N/A	protein_coding	10	121885555	arginine vasopressin receptor 1A Gene [Source:MGI (curated);Acc:MGI:1859216]
ENSMUSG00000028649	Macf1	1428847_a_at	10.37	6.5235E-01	1.01	4.4753E-01	0	2	N/A	protein_coding	4	123026876	microtubule-actin crosslinking factor 1 Gene [Source:MGI (curated);Acc:MGI:108559]
ENSMUSG00000020349	Ppp2ca	1417367_at	12.26	6.5242E-01	0.99	4.4753E-01	0	3	N/A	protein_coding	11	51912183	"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform Gene [Source:MGI (curated);Acc:MGI:1321159]"
ENSMUSG00000045176	2310047M10Rik	1428723_at	8.04	6.5253E-01	1.01	4.4757E-01	0	1	N/A	protein_coding	11	68873277	RIKEN cDNA 2310047M10 gene Gene [Source:MGI Symbol;Acc:MGI:1919173]
ENSMUSG00000071632	2510002D24Rik	1457675_at	7.86	6.5263E-01	0.98	4.4760E-01	0	1	N/A	protein_coding	16	18836671	RIKEN cDNA 2510002D24 gene Gene [Source:MGI Symbol;Acc:MGI:1919557]
ENSMUSG00000039637	Coro7	1428147_at	8.72	6.5289E-01	1.02	4.4771E-01	0	3	N/A	protein_coding	16	4626133	coronin 7 Gene [Source:MGI (curated);Acc:MGI:1926135]
ENSMUSG00000018858	Ict1	1444276_at	6.00	6.5288E-01	0.98	4.4771E-01	0	2	N/A	protein_coding	11	115265066	immature colon carcinoma transcript 1 Gene [Source:MGI (curated);Acc:MGI:1915822]
ENSMUSG00000066357	Wdr6	1415770_at	10.73	6.5317E-01	0.97	4.4787E-01	0	1	N/A	protein_coding	9	108474649	WD repeat domain 6 Gene [Source:MGI Symbol;Acc:MGI:1930140]
ENSMUSG00000001576	Ergic1	1423333_at	8.34	6.5330E-01	0.98	4.4788E-01	0	1	N/A	protein_coding	17	26698471	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 Gene [Source:MGI Symbol;Acc:MGI:1914708]
ENSMUSG00000036894	Rap2b	1439548_at	8.01	6.5325E-01	1.04	4.4788E-01	0	3	N/A	protein_coding	3	61168429	"RAP2B, member of RAS oncogene family Gene [Source:MGI Symbol;Acc:MGI:1921262]"
ENSMUSG00000031760	Mt3	1420575_at	11.73	6.5365E-01	1.02	4.4809E-01	0	1	N/A	protein_coding	8	96676644	metallothionein 3 Gene [Source:MGI Symbol;Acc:MGI:97173]
ENSMUSG00000029735	Tpk1	1425388_a_at	5.58	6.5385E-01	1.02	4.4819E-01	0	1	N/A	protein_coding	6	43295000	thiamine pyrophosphokinase Gene [Source:MGI (curated);Acc:MGI:1352500]
ENSMUSG00000089823	AL596084.2	1459881_at	9.61	6.5401E-01	1.02	4.4823E-01	0	1	N/A	protein_coding	11	35610992	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 (EC 2.1.1.-) [Source:UniProtKB/Swiss-Prot;Acc:Q80WS3]
ENSMUSG00000026203	Dnajb2	1448657_a_at	9.56	6.5398E-01	1.03	4.4823E-01	0	1	N/A	protein_coding	1	75233030	"DnaJ (Hsp40) homolog, subfamily B, member 2 Gene [Source:MGI Symbol;Acc:MGI:1928739]"
ENSMUSG00000028745	Capzb	1453960_a_at	10.26	6.5417E-01	0.98	4.4823E-01	0	3	N/A	protein_coding	4	138748814	"capping protein (actin filament) muscle Z-line, beta Gene [Source:MGI (curated);Acc:MGI:104652]"
ENSMUSG00000028629	Dem1	1428903_at	7.45	6.5415E-01	1.02	4.4823E-01	0	1	N/A	protein_coding	4	120593801	defects in morphology 1 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1920422]
ENSMUSG00000048379	Socs4	1455142_at	7.34	6.5416E-01	0.98	4.4823E-01	0	1	N/A	protein_coding	14	47896606	suppressor of cytokine signaling 4 Gene [Source:MGI (curated);Acc:MGI:1914546]
ENSMUSG00000040396	Abhd13	1428275_at	7.79	6.5449E-01	1.02	4.4838E-01	0	4	N/A	protein_coding	8	9977707	abhydrolase domain containing 13 Gene [Source:MGI (curated);Acc:MGI:1916154]
ENSMUSG00000059791	Nrm	1417971_at	5.48	6.5449E-01	0.98	4.4838E-01	0	1	N/A	protein_coding	17	35998291	nurim (nuclear envelope membrane protein) Gene [Source:MGI Symbol;Acc:MGI:2146855]
ENSMUSG00000000486	Sept1	1449898_at	5.52	6.5472E-01	1.02	4.4838E-01	0	1	N/A	protein_coding	7	134357961	septin 1 Gene [Source:MGI (curated);Acc:MGI:1858916]
ENSMUSG00000015944	Gatsl2	1422151_at	5.74	6.5467E-01	1.05	4.4838E-01	0	4	N/A	protein_coding	5	134575581	GATS protein-like 2 Gene [Source:MGI (curated);Acc:MGI:1933384]
ENSMUSG00000032174	Icam5	1418619_at	10.10	6.5456E-01	0.97	4.4838E-01	0	1	N/A	protein_coding	9	20836534	"intercellular adhesion molecule 5, telencephalin Gene [Source:MGI Symbol;Acc:MGI:109430]"
ENSMUSG00000022421	Nptxr	1450147_at	7.96	6.5480E-01	0.96	4.4838E-01	0	3	N/A	protein_coding	15	79616783	neuronal pentraxin receptor Gene [Source:MGI (curated);Acc:MGI:1920590]
ENSMUSG00000005846	Rsl1d1	1456383_at	9.11	6.5476E-01	0.99	4.4838E-01	0	1	N/A	protein_coding	16	11193063	ribosomal L1 domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1913659]
ENSMUSG00000061079	Zfp143	1450681_at	5.42	6.5480E-01	1.02	4.4838E-01	0	1	N/A	protein_coding	7	117205216	zinc finger protein 143 Gene [Source:MGI Symbol;Acc:MGI:1277969]
ENSMUSG00000038296	Galntl4	1454780_at	8.60	6.5503E-01	1.02	4.4851E-01	0	1	N/A	protein_coding	7	118615175	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4 Gene [Source:MGI (curated);Acc:MGI:2446239]
ENSMUSG00000020389	Cdkl3	1456052_at	5.12	6.5562E-01	0.98	4.4859E-01	0	1	N/A	protein_coding	11	51817723	cyclin-dependent kinase-like 3 Gene [Source:MGI (curated);Acc:MGI:2388268]
ENSMUSG00000043969	Emx2	1456258_at	6.15	6.5552E-01	1.04	4.4859E-01	0	1	N/A	protein_coding	19	59533180	empty spiracles homolog 2 (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:95388]
ENSMUSG00000030275	Etnk1	1430996_at	8.58	6.5524E-01	1.03	4.4859E-01	0	3	N/A	protein_coding	6	143115750	ethanolamine kinase 1 Gene [Source:MGI Symbol;Acc:MGI:1922570]
ENSMUSG00000049339	Fam134a	1452164_at	9.91	6.5544E-01	0.99	4.4859E-01	0	1	N/A	protein_coding	1	75139364	"family with sequence similarity 134, member A Gene [Source:MGI Symbol;Acc:MGI:2388278]"
ENSMUSG00000029144	Gtf3c2	1428448_a_at	8.72	6.5555E-01	0.98	4.4859E-01	0	5	N/A	protein_coding	5	31453515	"general transcription factor IIIC, polypeptide 2, beta Gene [Source:MGI (curated);Acc:MGI:1919002]"
ENSMUSG00000022443	Myh9	1417472_at	7.65	6.5550E-01	1.01	4.4859E-01	0	1	N/A	protein_coding	15	77591017	"myosin, heavy polypeptide 9, non-muscle Gene [Source:MGI (curated);Acc:MGI:107717]"
ENSMUSG00000045027	Prss22	1420352_at	5.76	6.5533E-01	1.03	4.4859E-01	0	1	N/A	protein_coding	17	24130502	"protease, serine, 22 Gene [Source:MGI Symbol;Acc:MGI:1918085]"
ENSMUSG00000021474	Sfxn1	1417559_at	10.11	6.5551E-01	1.02	4.4859E-01	0	1	N/A	protein_coding	13	54167257	sideroflexin 1 Gene [Source:MGI Symbol;Acc:MGI:2137677]
ENSMUSG00000026966	Ssna1	1448643_at	9.83	6.5558E-01	0.99	4.4859E-01	0	1	N/A	protein_coding	2	25126559	Sjogren's syndrome nuclear autoantigen 1 Gene [Source:MGI (curated);Acc:MGI:1915725]
ENSMUSG00000026147	Col9a1	1428571_at	5.80	6.5606E-01	0.96	4.4871E-01	0	1	N/A	protein_coding	1	24184449	"collagen, type IX, alpha 1 Gene [Source:MGI (curated);Acc:MGI:88465]"
ENSMUSG00000018001	Cyth3	1418758_a_at	8.89	6.5603E-01	0.99	4.4871E-01	0	1	N/A	protein_coding	5	144383329	cytohesin 3 Gene [Source:MGI (curated);Acc:MGI:1335107]
ENSMUSG00000053801	Grwd1	1436887_x_at	5.18	6.5596E-01	1.02	4.4871E-01	0	2	N/A	protein_coding	7	53080600	glutamate-rich WD repeat containing 1 Gene [Source:MGI (curated);Acc:MGI:2141989]
ENSMUSG00000031392	Irak1	1438120_x_at	2.89	6.5587E-01	0.99	4.4871E-01	0	2	N/A	protein_coding	X	71259253	interleukin-1 receptor-associated kinase 1 Gene [Source:MGI (curated);Acc:MGI:107420]
ENSMUSG00000036202	Rif1	1429490_at	4.30	6.5592E-01	0.99	4.4871E-01	0	3	N/A	protein_coding	2	51928352	Rap1 interacting factor 1 homolog (yeast) Gene [Source:MGI (curated);Acc:MGI:1098622]
ENSMUSG00000045083	Lingo2	1455888_at	7.24	6.5615E-01	0.98	4.4874E-01	0	1	N/A	protein_coding	4	35653901	leucine rich repeat and Ig domain containing 2 Gene [Source:MGI (curated);Acc:MGI:2442298]
ENSMUSG00000029502	Golga3	1419159_at	8.06	6.5623E-01	0.99	4.4876E-01	0	2	N/A	protein_coding	5	110605720	"golgi autoantigen, golgin subfamily a, 3 Gene [Source:MGI (curated);Acc:MGI:96958]"
ENSMUSG00000022272	Myo10	1450651_at	5.03	6.5667E-01	1.03	4.4895E-01	0	4	N/A	protein_coding	15	25552280	myosin X Gene [Source:MGI (curated);Acc:MGI:107716]
ENSMUSG00000018433	Nol11	1451010_at	8.31	6.5662E-01	0.98	4.4895E-01	0	4	N/A	protein_coding	11	107027977	nucleolar protein 11 Gene [Source:MGI (curated);Acc:MGI:1916229]
ENSMUSG00000043079	Synpo	1427045_at	9.60	6.5660E-01	1.04	4.4895E-01	0	1	N/A	protein_coding	18	60753627	synaptopodin Gene [Source:MGI (curated);Acc:MGI:1099446]
ENSMUSG00000045318	Adra2c	1435296_at	7.93	6.5694E-01	1.02	4.4909E-01	0	1	N/A	protein_coding	5	35621363	"adrenergic receptor, alpha 2c Gene [Source:MGI Symbol;Acc:MGI:87936]"
ENSMUSG00000030788	Rnf141	1449086_at	7.99	6.5698E-01	0.98	4.4909E-01	0	2	N/A	protein_coding	7	117957045	ring finger protein 141 Gene [Source:MGI Symbol;Acc:MGI:1914400]
ENSMUSG00000032120	C2cd2l	1428095_a_at	9.90	6.5718E-01	1.02	4.4916E-01	0	2	N/A	protein_coding	9	44118299	C2 calcium-dependent domain containing 2-like Gene [Source:MGI Symbol;Acc:MGI:1919014]
ENSMUSG00000034021	Pds5b	1435242_at	9.14	6.5716E-01	0.99	4.4916E-01	0	2	N/A	protein_coding	5	151476314	"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:2140945]"
ENSMUSG00000030854	Ptpn5	1423544_at	10.66	6.5737E-01	1.03	4.4926E-01	0	3	N/A	protein_coding	7	54333168	"protein tyrosine phosphatase, non-receptor type 5 Gene [Source:MGI (curated);Acc:MGI:97807]"
ENSMUSG00000033237	Arid2	1454990_at	8.69	6.5747E-01	0.98	4.4929E-01	0	3	N/A	protein_coding	15	96117953	"AT rich interactive domain 2 (ARID, RFX-like) Gene [Source:MGI (curated);Acc:MGI:1924294]"
ENSMUSG00000041329	Atp1b2	1435148_at	11.56	6.5753E-01	1.03	4.4929E-01	0	2	N/A	protein_coding	11	69413238	"ATPase, Na+/K+ transporting, beta 2 polypeptide Gene [Source:MGI (curated);Acc:MGI:88109]"
ENSMUSG00000050164	Mchr1	1428031_at	7.40	6.5786E-01	1.04	4.4941E-01	0	2	N/A	protein_coding	15	81065999	melanin-concentrating hormone receptor 1 Gene [Source:MGI Symbol;Acc:MGI:2180756]
ENSMUSG00000066415	Msl2	1453030_at	8.27	6.5776E-01	0.98	4.4941E-01	0	2	N/A	protein_coding	9	100978486	male-specific lethal 2 homolog (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:1925103]
ENSMUSG00000028248	Sfrs18	1429538_a_at	9.65	6.5785E-01	0.98	4.4941E-01	0	6	N/A	protein_coding	4	21774730	"splicing factor, arginine/serine-rich 18 Gene [Source:MGI (curated);Acc:MGI:1913875]"
ENSMUSG00000032621	Sfrs12	1457392_at	8.44	6.5791E-01	1.02	4.4941E-01	0	3	N/A	protein_coding	13	104531695	"splicing factor, arginine/serine-rich 12 Gene [Source:MGI Symbol;Acc:MGI:2145245]"
ENSMUSG00000028189	Ctbs	1427658_at	5.19	6.5838E-01	1.02	4.4959E-01	0	2	N/A	protein_coding	3	146113434	"chitobiase, di-N-acetyl- Gene [Source:MGI (curated);Acc:MGI:1921495]"
ENSMUSG00000022842	Ece2	1423358_at	5.74	6.5833E-01	0.98	4.4959E-01	0	2	N/A	protein_coding	16	20611666	endothelin converting enzyme 2 Gene [Source:MGI (curated);Acc:MGI:1101356]
